environment | time (second),ion_concentrations | glucose_i (M),ion_concentrations | glucose_o (M),ion_concentrations | Na_i (M),ion_concentrations | Na_o (M),ion_concentrations | V (volt),ion_concentrations | V' (volt/second),kinetic_equations | C_1 (umol),kinetic_equations | C_1' (umol/second),kinetic_equations | C_2 (umol),kinetic_equations | C_2' (umol/second),kinetic_equations | C_3 (umol),kinetic_equations | C_3' (umol/second),kinetic_equations | C_4 (umol),kinetic_equations | C_4' (umol/second),kinetic_equations | C_5 (umol),kinetic_equations | C_5' (umol/second),kinetic_equations | C_6 (umol),kinetic_equations | C_6_temp (umol),kinetic_equations | C_6_temp' (umol/second),king_altman_states | C1 (umol),king_altman_states | C1_sum (per_second5),king_altman_states | C2 (umol),king_altman_states | C2_sum (per_second5),king_altman_states | C3 (umol),king_altman_states | C3_sum (per_second5),king_altman_states | C4 (umol),king_altman_states | C4_sum (per_second5),king_altman_states | C5 (umol),king_altman_states | C5_sum (per_second5),king_altman_states | C6 (umol),king_altman_states | C6_sum (per_second5),king_altman_states | C_sum (per_second5),NBC_current | I_NaGl_pSS (uA),NBC_current | I_NaGl_SS (uA),NBC_current | J_Na (umol_per_second),parameters | alpha_p (dimensionless),parameters | alpha_pp (dimensionless),parameters | area (um2),parameters | C_T (umol),parameters | delta (dimensionless),parameters | F (C_per_mol),parameters | k0_12 (per_M_per_second),parameters | k0_16 (per_second),parameters | k0_21 (per_second),parameters | k0_23 (per_M_per_second),parameters | k0_25 (per_second),parameters | k0_32 (per_second),parameters | k0_34 (per_second),parameters | k0_43 (per_second),parameters | k0_45 (per_second),parameters | k0_52 (per_second),parameters | k0_54 (per_M_per_second),parameters | k0_56 (per_second),parameters | k0_61 (per_second),parameters | k0_65 (per_M_per_second),parameters | mu (dimensionless),parameters | n (dimensionless),parameters | N_Avo (per_mol),parameters | N_C (dimensionless),parameters | R (J_per_K_per_mol),parameters | T (kelvin),parameters | z_c (dimensionless),parameters | z_Na (dimensionless),phenomonological_constants | alpha (M2),phenomonological_constants | beta (M),phenomonological_constants | chi (M),phenomonological_constants | epsilon (per_second),phenomonological_constants | gamma (M2_per_second),phenomonological_constants | Imax_gluc (uA),phenomonological_constants | Imax_Na (uA),phenomonological_constants | Khalf_gluc (M),phenomonological_constants | Khalf_Na (M),phenomonological_constants | lambda (per_M2_per_second5),phenomonological_constants | phi (M_per_second),rate_constants | k0_54_temp (per_M_per_second),rate_constants | k_12 (per_second),rate_constants | k_16 (per_second),rate_constants | k_21 (per_second),rate_constants | k_23 (per_second),rate_constants | k_25 (per_second),rate_constants | k_32 (per_second),rate_constants | k_34 (per_second),rate_constants | k_43 (per_second),rate_constants | k_45 (per_second),rate_constants | k_52 (per_second),rate_constants | k_52_temp (per_second),rate_constants | k_54 (per_second),rate_constants | k_56 (per_second),rate_constants | k_61 (per_second),rate_constants | k_65 (per_second),rate_constants | ks_12 (per_M_per_second),rate_constants | Na_o (M),rate_constants | Na_i (M)
0.513,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-1.19E-12,1.02E-07,-8.64E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.54E-12,3.07E-09,3.07E-09,4.59E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61348,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479657,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.0031171,0.00306463,1.06E+16,-3.00E-05,6.72E+06,4642.11,14.0195,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.652,0.5,46421.1,0.1,0.01
0.514,0,0.001,0.01,0.1,-0.149949,0.0001,3.93E-09,-1.21E-12,1.02E-07,-8.61E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.54E-12,3.07E-09,3.07E-09,4.59E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61348,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479657,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.0031171,0.00306463,1.06E+16,-3.00E-05,6.72E+06,4642.11,14.0196,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.651,0.5,46421.1,0.1,0.01
0.515,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.24E-12,1.02E-07,-8.58E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.54E-12,3.07E-09,3.07E-09,4.59E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61347,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479657,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306464,1.06E+16,-3.00E-05,6.72E+06,4642.11,14.0196,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.651,0.5,46421.1,0.1,0.01
0.516,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.26E-12,1.02E-07,-8.55E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.54E-12,3.07E-09,3.07E-09,4.58E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61347,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479657,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306464,1.06E+16,-3.00E-05,6.72E+06,4642.1,14.0196,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.651,0.5,46421,0.1,0.01
0.517,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.29E-12,1.02E-07,-8.52E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.54E-12,3.07E-09,3.07E-09,4.58E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61347,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479658,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306464,1.06E+16,-3.00E-05,6.72E+06,4642.1,14.0196,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.65,0.5,46421,0.1,0.01
0.518,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.31E-12,1.02E-07,-8.49E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.54E-12,3.07E-09,3.07E-09,4.57E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61346,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479658,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306465,1.06E+16,-3.00E-05,6.72E+06,4642.1,14.0196,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.65,0.5,46421,0.1,0.01
0.519,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.34E-12,1.02E-07,-8.46E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.54E-12,3.07E-09,3.07E-09,4.57E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61346,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479658,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306465,1.06E+16,-3.00E-05,6.72E+06,4642.1,14.0196,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.65,0.5,46421,0.1,0.01
0.52,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.36E-12,1.02E-07,-8.43E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.53E-12,3.07E-09,3.07E-09,4.56E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61346,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479659,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306465,1.06E+16,-3.00E-05,6.72E+06,4642.09,14.0197,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.649,0.5,46420.9,0.1,0.01
0.521,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.38E-12,1.02E-07,-8.40E-12,1.52E-08,-8.28E-13,8.91E-10,-4.52E-14,1.49E-08,3.53E-12,3.07E-09,3.07E-09,4.56E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61345,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479659,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306466,1.06E+16,-3.00E-05,6.72E+06,4642.09,14.0197,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.649,0.5,46420.9,0.1,0.01
0.522,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.41E-12,1.02E-07,-8.37E-12,1.52E-08,-8.28E-13,8.91E-10,-4.52E-14,1.49E-08,3.53E-12,3.07E-09,3.07E-09,4.56E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61345,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479659,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306466,1.06E+16,-3.00E-05,6.72E+06,4642.09,14.0197,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.649,0.5,46420.9,0.1,0.01
0.523,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.43E-12,1.02E-07,-8.34E-12,1.52E-08,-8.28E-13,8.91E-10,-4.52E-14,1.49E-08,3.53E-12,3.07E-09,3.07E-09,4.55E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61344,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479659,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306467,1.06E+16,-3.00E-05,6.72E+06,4642.09,14.0197,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.648,0.5,46420.9,0.1,0.01
0.524,0,0.001,0.01,0.1,-0.149948,0.0001,3.93E-09,-1.46E-12,1.02E-07,-8.31E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.53E-12,3.07E-09,3.07E-09,4.55E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61344,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047966,0.00301383,-21.0706,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306467,1.06E+16,-3.00E-05,6.72E+06,4642.08,14.0197,172.336,10,0.01,20,50,50,800,0.168,0.17,0,48,249.648,0.5,46420.8,0.1,0.01
0.525,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.48E-12,1.02E-07,-8.29E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.53E-12,3.07E-09,3.07E-09,4.54E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61344,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047966,0.00301383,-21.0705,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306467,1.06E+16,-3.00E-05,6.72E+06,4642.08,14.0198,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.648,0.5,46420.8,0.1,0.01
0.526,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.51E-12,1.02E-07,-8.26E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.53E-12,3.07E-09,3.07E-09,4.54E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61343,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047966,0.00301383,-21.0705,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306468,1.06E+16,-3.00E-05,6.72E+06,4642.08,14.0198,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.647,0.5,46420.8,0.1,0.01
0.527,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.53E-12,1.02E-07,-8.23E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.52E-12,3.07E-09,3.07E-09,4.54E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61343,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479661,0.00301383,-21.0705,1.10E-09,-0.564453,-0.141503,0.00311709,0.00306468,1.06E+16,-3.00E-05,6.72E+06,4642.08,14.0198,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.647,0.5,46420.8,0.1,0.01
0.528,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.56E-12,1.02E-07,-8.20E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.52E-12,3.07E-09,3.07E-09,4.53E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61343,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479661,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306468,1.06E+16,-3.00E-05,6.72E+06,4642.07,14.0198,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.647,0.5,46420.7,0.1,0.01
0.529,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.58E-12,1.02E-07,-8.17E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.52E-12,3.07E-09,3.07E-09,4.53E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61342,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479661,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306469,1.06E+16,-3.00E-05,6.72E+06,4642.07,14.0198,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.646,0.5,46420.7,0.1,0.01
0.53,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.60E-12,1.02E-07,-8.14E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.52E-12,3.07E-09,3.07E-09,4.52E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61342,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479661,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306469,1.06E+16,-3.00E-05,6.72E+06,4642.07,14.0198,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.646,0.5,46420.7,0.1,0.01
0.531,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.63E-12,1.02E-07,-8.11E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.52E-12,3.07E-09,3.07E-09,4.52E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61341,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479662,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306469,1.06E+16,-3.00E-05,6.72E+06,4642.07,14.0199,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.646,0.5,46420.7,0.1,0.01
0.532,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.65E-12,1.02E-07,-8.08E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.52E-12,3.07E-09,3.07E-09,4.52E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61341,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479662,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.0030647,1.06E+16,-3.00E-05,6.72E+06,4642.06,14.0199,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.645,0.5,46420.6,0.1,0.01
0.533,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.68E-12,1.02E-07,-8.05E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.52E-12,3.07E-09,3.07E-09,4.51E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61341,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479662,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.0030647,1.06E+16,-3.00E-05,6.72E+06,4642.06,14.0199,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.645,0.5,46420.6,0.1,0.01
0.534,0,0.001,0.01,0.1,-0.149947,0.0001,3.93E-09,-1.70E-12,1.02E-07,-8.02E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.52E-12,3.07E-09,3.07E-09,4.51E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686466,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6134,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479663,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306471,1.06E+16,-3.00E-05,6.72E+06,4642.06,14.0199,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.645,0.5,46420.6,0.1,0.01
0.535,0,0.001,0.01,0.1,-0.149946,0.0001,3.93E-09,-1.73E-12,1.02E-07,-7.99E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.51E-12,3.07E-09,3.07E-09,4.50E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686466,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6134,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479663,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306471,1.06E+16,-3.00E-05,6.72E+06,4642.05,14.0199,172.337,10,0.01,20,50,50,800,0.168,0.17,0,48,249.644,0.5,46420.5,0.1,0.01
0.536,0,0.001,0.01,0.1,-0.149946,0.0001,3.93E-09,-1.75E-12,1.02E-07,-7.96E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.51E-12,3.07E-09,3.07E-09,4.50E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686466,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6134,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479663,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306471,1.06E+16,-3.00E-05,6.72E+06,4642.05,14.02,172.338,10,0.01,20,50,50,800,0.168,0.17,0,48,249.644,0.5,46420.5,0.1,0.01
0.537,0,0.001,0.01,0.1,-0.149946,0.0001,3.93E-09,-1.77E-12,1.02E-07,-7.93E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.51E-12,3.07E-09,3.07E-09,4.49E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686466,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61339,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479663,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306472,1.06E+16,-3.00E-05,6.72E+06,4642.05,14.02,172.338,10,0.01,20,50,50,800,0.168,0.17,0,48,249.644,0.5,46420.5,0.1,0.01
0.538,0,0.001,0.01,0.1,-0.149946,0.0001,3.93E-09,-1.80E-12,1.02E-07,-7.90E-12,1.52E-08,-8.28E-13,8.91E-10,-4.53E-14,1.49E-08,3.51E-12,3.07E-09,3.07E-09,4.49E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686466,-0.0686475,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61339,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479664,0.00301383,-21.0705,1.10E-09,-0.564452,-0.141503,0.00311709,0.00306472,1.06E+16,-3.00E-05,6.72E+06,4642.05,14.02,172.338,10,0.01,20,50,50,800,0.168,0.17,0,48,249.644,0.5,46420.5,0.1,0.01
