fast_sodium_current | i_Na (picoA_per_picoF),membrane | V (millivolt)
-1.32346e-19,21.3786
-1.32044e-19,21.381
-1.31734e-19,21.3833
-1.31417e-19,21.3856
-1.31092e-19,21.3879
-1.3076e-19,21.3902
-1.30419e-19,21.3926
-1.30071e-19,21.3949
-1.29713e-19,21.3972
-1.29348e-19,21.3995
-1.28973e-19,21.4018
-1.28589e-19,21.4041
-1.28196e-19,21.4064
-1.27794e-19,21.4087
-1.27382e-19,21.411
-1.2696e-19,21.4133
-1.26528e-19,21.4156
-1.26085e-19,21.4178
-1.25777e-19,21.4201
-1.25537e-19,21.4224
-1.25298e-19,21.4247
-1.2506e-19,21.427
-1.24824e-19,21.4292
-1.2459e-19,21.4315
-1.24357e-19,21.4338
-1.24127e-19,21.436
-1.23898e-19,21.4383
-1.23672e-19,21.4406
-1.23448e-19,21.4428
-1.23226e-19,21.4451
-1.23007e-19,21.4473
-1.2279e-19,21.4496
-1.22577e-19,21.4519
-1.22366e-19,21.4541
-1.22158e-19,21.4563
-1.21954e-19,21.4586
-1.21753e-19,21.4608
-1.21555e-19,21.4631
-1.21361e-19,21.4653
-1.21171e-19,21.4675
-1.20985e-19,21.4698
-1.20803e-19,21.472
-1.20626e-19,21.4742
-1.20452e-19,21.4765
-1.20284e-19,21.4787
-1.2012e-19,21.4809
-1.19961e-19,21.4831
-1.19808e-19,21.4853
-1.19659e-19,21.4875
-1.19517e-19,21.4898
-1.19379e-19,21.492
-1.19248e-19,21.4942
-1.19123e-19,21.4964
-1.19004e-19,21.4986
-1.18892e-19,21.5008
-1.18786e-19,21.503
-1.18687e-19,21.5052
-1.18595e-19,21.5074
-1.1851e-19,21.5095
-1.18433e-19,21.5117
-1.18363e-19,21.5139
-1.18302e-19,21.5161
-1.18248e-19,21.5183
-1.18203e-19,21.5205
-1.18166e-19,21.5226
-1.18138e-19,21.5248
-1.1812e-19,21.527
-1.1811e-19,21.5291
-1.1811e-19,21.5313
-1.18119e-19,21.5335
-1.18139e-19,21.5356
-1.18169e-19,21.5378
-1.18209e-19,21.5399
-1.1826e-19,21.5421
-1.18322e-19,21.5442
-1.18395e-19,21.5464
-1.1848e-19,21.5485
-1.18576e-19,21.5507
-1.18685e-19,21.5528
-1.18805e-19,21.555
-1.18939e-19,21.5571
-1.19085e-19,21.5592
-1.19244e-19,21.5614
-1.19417e-19,21.5635
-1.19603e-19,21.5656
-1.19803e-19,21.5678
-1.20018e-19,21.5699
-1.20247e-19,21.572
-1.20491e-19,21.5741
-1.2075e-19,21.5762
-1.20831e-19,21.5784
-1.20807e-19,21.5805
-1.20781e-19,21.5826
-1.20754e-19,21.5847
-1.20725e-19,21.5868
-1.20694e-19,21.5889
-1.20661e-19,21.591
-1.20626e-19,21.5931
-1.20588e-19,21.5952
-1.20548e-19,21.5973
-1.20505e-19,21.5994
-1.20459e-19,21.6015
-1.2041e-19,21.6035
-1.20357e-19,21.6056
-1.20301e-19,21.6077
-1.20241e-19,21.6098
-1.20177e-19,21.6119
-1.20109e-19,21.6139
-1.20037e-19,21.616
-1.19959e-19,21.6181
-1.19877e-19,21.6201
-1.1979e-19,21.6222
-1.19697e-19,21.6243
-1.19599e-19,21.6263
-1.19495e-19,21.6284
-1.19385e-19,21.6304
-1.19269e-19,21.6325
-1.19146e-19,21.6345
-1.19016e-19,21.6366
-1.18879e-19,21.6386
-1.18735e-19,21.6407
-1.18583e-19,21.6427
-1.18423e-19,21.6448
-1.18255e-19,21.6468
-1.18079e-19,21.6488
-1.17894e-19,21.6509
-1.177e-19,21.6529
-1.17496e-19,21.6549
-1.17283e-19,21.657
-1.1706e-19,21.659
-1.16827e-19,21.661
-1.16583e-19,21.663
-1.16328e-19,21.665
-1.16063e-19,21.667
-1.15785e-19,21.6691
-1.15496e-19,21.6711
-1.15195e-19,21.6731
-1.14881e-19,21.6751
-1.14554e-19,21.6771
-1.14215e-19,21.6791
-1.13861e-19,21.6811
-1.13494e-19,21.6831
-1.13113e-19,21.6851
-1.12717e-19,21.6871
-1.12305e-19,21.689
-1.11879e-19,21.691
-1.11437e-19,21.693
-1.10979e-19,21.695
-1.10504e-19,21.697
-1.10013e-19,21.699
-1.09504e-19,21.7009
-1.08977e-19,21.7029
-1.08433e-19,21.7049
-1.0787e-19,21.7068
-1.07288e-19,21.7088
-1.06686e-19,21.7108
-1.06065e-19,21.7127
-1.05424e-19,21.7147
-1.04762e-19,21.7166
-1.0408e-19,21.7186
-1.03375e-19,21.7206
-1.02649e-19,21.7225
-1.02171e-19,21.7244
-1.01864e-19,21.7264
-1.0156e-19,21.7283
-1.01258e-19,21.7303
-1.0096e-19,21.7322
-1.00665e-19,21.7342
-1.00373e-19,21.7361
-1.00086e-19,21.738
-9.98026e-20,21.7399
-9.95236e-20,21.7419
-9.92495e-20,21.7438
-9.89803e-20,21.7457
-9.87165e-20,21.7476
-9.84582e-20,21.7496
-9.8206e-20,21.7515
-9.79599e-20,21.7534
-9.77205e-20,21.7553
-9.74879e-20,21.7572
-9.72626e-20,21.7591
-9.70449e-20,21.761
-9.6835e-20,21.7629
-9.66335e-20,21.7648
-9.64405e-20,21.7667
-9.62566e-20,21.7686
-9.6082e-20,21.7705
-9.59171e-20,21.7724
-9.57623e-20,21.7743
-9.56181e-20,21.7762
-9.54847e-20,21.778
-9.53626e-20,21.7799
-9.52522e-20,21.7818
-9.5154e-20,21.7837
-9.50682e-20,21.7856
-9.49954e-20,21.7874
-9.4936e-20,21.7893
-9.48904e-20,21.7912
-9.4859e-20,21.793
-9.48424e-20,21.7949
-9.48409e-20,21.7968
-9.48551e-20,21.7986
-9.48853e-20,21.8005
-9.49322e-20,21.8023
-9.49961e-20,21.8042
-9.50775e-20,21.806
-9.5177e-20,21.8079
-9.52951e-20,21.8097
-9.54322e-20,21.8116
-9.55889e-20,21.8134
-9.57656e-20,21.8152
-9.5963e-20,21.8171
-9.61816e-20,21.8189
-9.64219e-20,21.8207
-9.66844e-20,21.8226
-9.69698e-20,21.8244
-9.72785e-20,21.8262
-9.76112e-20,21.828
-9.79685e-20,21.8299
-9.83508e-20,21.8317
-9.87589e-20,21.8335
-9.91933e-20,21.8353
-9.96546e-20,21.8371
-1.00143e-19,21.8389
-1.0066e-19,21.8407
-1.01206e-19,21.8425
-1.01781e-19,21.8443
-1.02387e-19,21.8461
-1.03023e-19,21.8479
-1.0369e-19,21.8497
-1.0439e-19,21.8515
-1.05122e-19,21.8533
-1.05887e-19,21.8551
-1.06687e-19,21.8569
-1.07133e-19,21.8587
-1.07295e-19,21.8605
-1.07453e-19,21.8623
-1.07608e-19,21.864
-1.07759e-19,21.8658
-1.07905e-19,21.8676
-1.08046e-19,21.8693
-1.08182e-19,21.8711
-1.08312e-19,21.8729
-1.08436e-19,21.8746
-1.08553e-19,21.8764
-1.08663e-19,21.8782
-1.08766e-19,21.8799
-1.08861e-19,21.8817
-1.08947e-19,21.8834
-1.09025e-19,21.8852
-1.09093e-19,21.8869
-1.09151e-19,21.8887
-1.09199e-19,21.8904
-1.09235e-19,21.8922
-1.09261e-19,21.8939
-1.09274e-19,21.8957
-1.09275e-19,21.8974
-1.09262e-19,21.8991
-1.09236e-19,21.9009
-1.09196e-19,21.9026
-1.09141e-19,21.9043
-1.09071e-19,21.906
-1.08984e-19,21.9078
-1.08881e-19,21.9095
-1.08761e-19,21.9112
-1.08623e-19,21.9129
-1.08467e-19,21.9146
-1.08291e-19,21.9163
-1.08095e-19,21.918
-1.07879e-19,21.9198
-1.07642e-19,21.9215
-1.07384e-19,21.9232
-1.07102e-19,21.9249
-1.06798e-19,21.9266
-1.06469e-19,21.9283
-1.06116e-19,21.93
-1.05737e-19,21.9316
-1.05332e-19,21.9333
-1.049e-19,21.935
-1.04441e-19,21.9367
-1.03953e-19,21.9384
-1.03436e-19,21.9401
-1.02889e-19,21.9418
-1.02311e-19,21.9434
-1.01701e-19,21.9451
-1.01059e-19,21.9468
-1.00383e-19,21.9484
-9.96733e-20,21.9501
-9.89283e-20,21.9518
-9.81474e-20,21.9534
-9.73297e-20,21.9551
-9.64742e-20,21.9568
-9.55801e-20,21.9584
-9.46464e-20,21.9601
-9.36722e-20,21.9617
-9.26566e-20,21.9634
-9.15986e-20,21.965
-9.04972e-20,21.9667
-8.93515e-20,21.9683
-8.81605e-20,21.97
-8.69231e-20,21.9716
-8.56384e-20,21.9732
-8.43054e-20,21.9749
-8.2923e-20,21.9765
-8.14901e-20,21.9781
-8.00058e-20,21.9798
-7.90278e-20,21.9814
-7.85223e-20,21.983
-7.80228e-20,21.9846
-7.753e-20,21.9863
-7.70444e-20,21.9879
-7.65666e-20,21.9895
-7.60974e-20,21.9911
-7.56372e-20,21.9927
-7.51869e-20,21.9943
-7.47469e-20,21.9959
-7.43181e-20,21.9975
-7.39011e-20,21.9992
-7.34967e-20,22.0008
-7.31054e-20,22.0024
-7.27282e-20,22.0039
-7.23656e-20,22.0055
-7.20186e-20,22.0071
-7.16878e-20,22.0087
-7.1374e-20,22.0103
-7.10781e-20,22.0119
-7.08009e-20,22.0135
-7.05432e-20,22.0151
-7.03058e-20,22.0166
-7.00896e-20,22.0182
-6.98956e-20,22.0198
-6.97244e-20,22.0214
-6.95772e-20,22.0229
-6.94548e-20,22.0245
-6.93581e-20,22.0261
-6.9288e-20,22.0276
-6.92456e-20,22.0292
-6.92318e-20,22.0308
-6.92477e-20,22.0323
-6.92942e-20,22.0339
-6.93723e-20,22.0354
-6.94831e-20,22.037
-6.96276e-20,22.0385
-6.9807e-20,22.0401
-7.00222e-20,22.0416
-7.02745e-20,22.0432
-7.05649e-20,22.0447
-7.08945e-20,22.0463
-7.12646e-20,22.0478
-7.16762e-20,22.0493
-7.21306e-20,22.0509
-7.26289e-20,22.0524
-7.31724e-20,22.0539
-7.37623e-20,22.0555
-7.43998e-20,22.057
-7.50863e-20,22.0585
-7.58229e-20,22.06
-7.66111e-20,22.0615
-7.7452e-20,22.0631
-7.83471e-20,22.0646
-7.92977e-20,22.0661
-8.03051e-20,22.0676
-8.13708e-20,22.0691
-8.24961e-20,22.0706
-8.36824e-20,22.0721
-8.49312e-20,22.0736
-8.6244e-20,22.0751
-8.76222e-20,22.0766
-8.90673e-20,22.0781
-9.05807e-20,22.0796
-9.21641e-20,22.0811
-9.3819e-20,22.0826
-9.55469e-20,22.0841
-9.73494e-20,22.0855
-9.92281e-20,22.087
-1.01185e-19,22.0885
-1.0322e-19,22.09
-1.05338e-19,22.0915
-1.06721e-19,22.0929
-1.07311e-19,22.0944
-1.07892e-19,22.0959
-1.08462e-19,22.0974
-1.09022e-19,22.0988
-1.0957e-19,22.1003
-1.10105e-19,22.1017
-1.10626e-19,22.1032
-1.11132e-19,22.1047
-1.11622e-19,22.1061
-1.12095e-19,22.1076
-1.1255e-19,22.109
-1.12986e-19,22.1105
-1.13401e-19,22.1119
-1.13794e-19,22.1134
-1.14165e-19,22.1148
-1.14511e-19,22.1163
-1.14833e-19,22.1177
-1.15128e-19,22.1191
-1.15395e-19,22.1206
-1.15633e-19,22.122
-1.1584e-19,22.1234
-1.16016e-19,22.1249
-1.16158e-19,22.1263
-1.16267e-19,22.1277
-1.16339e-19,22.1291
-1.16373e-19,22.1306
-1.16369e-19,22.132
-1.16325e-19,22.1334
-1.16239e-19,22.1348
-1.16109e-19,22.1362
-1.15934e-19,22.1376
-1.15713e-19,22.139
-1.15444e-19,22.1404
-1.15125e-19,22.1418
-1.14754e-19,22.1433
-1.14331e-19,22.1447
-1.13852e-19,22.146
-1.13317e-19,22.1474
-1.12724e-19,22.1488
-1.12071e-19,22.1502
-1.11356e-19,22.1516
-1.10577e-19,22.153
-1.09732e-19,22.1544
-1.0882e-19,22.1558
-1.07839e-19,22.1572
-1.06786e-19,22.1585
-1.0566e-19,22.1599
-1.04458e-19,22.1613
-1.0318e-19,22.1627
-1.01822e-19,22.164
-1.00383e-19,22.1654
-9.88597e-20,22.1668
-9.72512e-20,22.1681
-9.55549e-20,22.1695
-9.37686e-20,22.1709
-9.18902e-20,22.1722
-8.99174e-20,22.1736
-8.78479e-20,22.1749
-8.56794e-20,22.1763
-8.34097e-20,22.1777
-8.10363e-20,22.179
-7.85569e-20,22.1803
-7.59691e-20,22.1817
-7.32705e-20,22.183
-7.04586e-20,22.1844
-6.75309e-20,22.1857
-6.44849e-20,22.1871
-6.13181e-20,22.1884
-5.80278e-20,22.1897
-5.46115e-20,22.1911
-5.10665e-20,22.1924
-4.85967e-20,22.1937
-4.74807e-20,22.195
-4.63796e-20,22.1964
-4.5295e-20,22.1977
-4.42284e-20,22.199
-4.31813e-20,22.2003
-4.21553e-20,22.2016
-4.11521e-20,22.203
-4.01733e-20,22.2043
-3.92207e-20,22.2056
-3.82959e-20,22.2069
-3.74007e-20,22.2082
-3.6537e-20,22.2095
-3.57065e-20,22.2108
-3.49112e-20,22.2121
-3.4153e-20,22.2134
-3.34338e-20,22.2147
-3.27555e-20,22.216
-3.21203e-20,22.2173
-3.153e-20,22.2186
-3.0987e-20,22.2199
-3.04932e-20,22.2211
-3.00508e-20,22.2224
-2.96621e-20,22.2237
-2.93292e-20,22.225
-2.90545e-20,22.2263
-2.88402e-20,22.2275
-2.86887e-20,22.2288
-2.86025e-20,22.2301
-2.85838e-20,22.2314
-2.86353e-20,22.2326
-2.87593e-20,22.2339
-2.89585e-20,22.2352
-2.92355e-20,22.2364
-2.95928e-20,22.2377
-3.00331e-20,22.2389
-3.05591e-20,22.2402
-3.11736e-20,22.2415
-3.18794e-20,22.2427
-3.26793e-20,22.244
-3.35761e-20,22.2452
-3.45727e-20,22.2465
-3.56722e-20,22.2477
-3.68775e-20,22.2489
-3.81916e-20,22.2502
-3.96177e-20,22.2514
-4.11588e-20,22.2527
-4.28181e-20,22.2539
-4.45988e-20,22.2551
-4.65042e-20,22.2564
-4.85375e-20,22.2576
-5.07021e-20,22.2588
-5.30013e-20,22.26
-5.54387e-20,22.2613
-5.80176e-20,22.2625
-6.07415e-20,22.2637
-6.36141e-20,22.2649
-6.66389e-20,22.2661
-6.98196e-20,22.2674
-7.31599e-20,22.2686
-7.66634e-20,22.2698
-8.03341e-20,22.271
-8.41756e-20,22.2722
-8.8192e-20,22.2734
-9.2387e-20,22.2746
-9.67647e-20,22.2758
-1.01329e-19,22.277
-1.06084e-19,22.2782
-1.11034e-19,22.2794
-1.16184e-19,22.2806
-1.21536e-19,22.2818
-1.27096e-19,22.283
-1.31072e-19,22.2841
-1.32725e-19,22.2853
-1.34353e-19,22.2865
-1.35954e-19,22.2877
-1.37527e-19,22.2889
-1.39067e-19,22.2901
-1.40574e-19,22.2912
-1.42043e-19,22.2924
-1.43474e-19,22.2936
-1.44861e-19,22.2947
-1.46204e-19,22.2959
-1.47498e-19,22.2971
-1.48742e-19,22.2982
-1.49931e-19,22.2994
-1.51063e-19,22.3006
-1.52136e-19,22.3017
-1.53144e-19,22.3029
-1.54087e-19,22.304
-1.54959e-19,22.3052
-1.55759e-19,22.3063
-1.56482e-19,22.3075
-1.57124e-19,22.3086
-1.57684e-19,22.3098
-1.58156e-19,22.3109
-1.58537e-19,22.3121
-1.58824e-19,22.3132
-1.59012e-19,22.3143
-1.59099e-19,22.3155
-1.59079e-19,22.3166
-1.5895e-19,22.3177
-1.58706e-19,22.3189
-1.58345e-19,22.32
-1.57861e-19,22.3211
-1.57251e-19,22.3223
-1.56511e-19,22.3234
-1.55635e-19,22.3245
-1.5462e-19,22.3256
-1.5346e-19,22.3267
-1.52153e-19,22.3279
-1.50692e-19,22.329
-1.49074e-19,22.3301
-1.47293e-19,22.3312
-1.45345e-19,22.3323
-1.43224e-19,22.3334
-1.40927e-19,22.3345
-1.38447e-19,22.3356
-1.3578e-19,22.3367
-1.32921e-19,22.3378
-1.29864e-19,22.3389
-1.26604e-19,22.34
-1.23135e-19,22.3411
-1.19453e-19,22.3422
-1.15552e-19,22.3433
-1.11426e-19,22.3444
-1.07069e-19,22.3455
-1.02476e-19,22.3465
-9.76414e-20,22.3476
-9.25585e-20,22.3487
-8.72217e-20,22.3498
-8.1625e-20,22.3509
-7.57622e-20,22.3519
-6.96273e-20,22.353
-6.32139e-20,22.3541
-5.65156e-20,22.3551
-4.95262e-20,22.3562
-4.22391e-20,22.3573
-3.46478e-20,22.3583
-2.67456e-20,22.3594
-1.85257e-20,22.3605
-9.98152e-21,22.3615
-1.10603e-21,22.3626
8.10768e-21,22.3636
1.49807e-20,22.3647
1.78285e-20,22.3657
2.06361e-20,22.3668
2.33997e-20,22.3678
2.6115e-20,22.3689
2.8778e-20,22.3699
3.13843e-20,22.371
3.39296e-20,22.372
3.64094e-20,22.373
3.88191e-20,22.3741
4.11541e-20,22.3751
4.34097e-20,22.3761
4.55811e-20,22.3772
4.76632e-20,22.3782
4.96511e-20,22.3792
5.15397e-20,22.3803
5.33237e-20,22.3813
5.49978e-20,22.3823
5.65567e-20,22.3833
5.79948e-20,22.3843
5.93065e-20,22.3854
6.04862e-20,22.3864
6.15279e-20,22.3874
6.24258e-20,22.3884
6.31739e-20,22.3894
6.37661e-20,22.3904
6.41962e-20,22.3914
6.44578e-20,22.3924
6.45445e-20,22.3934
6.44499e-20,22.3944
6.41672e-20,22.3954
6.36898e-20,22.3964
6.30107e-20,22.3974
6.21231e-20,22.3984
6.10199e-20,22.3994
5.96939e-20,22.4004
5.81378e-20,22.4014
5.63443e-20,22.4024
5.43059e-20,22.4034
5.20149e-20,22.4043
4.94636e-20,22.4053
4.66442e-20,22.4063
4.35488e-20,22.4073
4.01693e-20,22.4083
3.64975e-20,22.4092
3.25251e-20,22.4102
2.82438e-20,22.4112
2.3645e-20,22.4121
1.872e-20,22.4131
1.34602e-20,22.4141
7.8566e-21,22.415
1.90027e-21,22.416
-4.41792e-21,22.417
-1.11072e-20,22.4179
-1.81769e-20,22.4189
-2.56365e-20,22.4198
-3.34957e-20,22.4208
-4.1764e-20,22.4217
-5.04514e-20,22.4227
-5.95679e-20,22.4236
-6.91234e-20,22.4246
-7.91283e-20,22.4255
-8.95929e-20,22.4265
-1.00528e-19,22.4274
-1.11943e-19,22.4283
-1.2385e-19,22.4293
-1.36259e-19,22.4302
-1.49182e-19,22.4311
-1.62628e-19,22.4321
-1.76611e-19,22.433
-1.9114e-19,22.4339
-2.06228e-19,22.4349
-2.17854e-19,22.4358
-2.22453e-19,22.4367
-2.26985e-19,22.4376
-2.31444e-19,22.4386
-2.35823e-19,22.4395
-2.40116e-19,22.4404
-2.44314e-19,22.4413
-2.48412e-19,22.4422
-2.524e-19,22.4431
-2.56273e-19,22.444
-2.60022e-19,22.4449
-2.63638e-19,22.4459
-2.67115e-19,22.4468
-2.70444e-19,22.4477
-2.73617e-19,22.4486
-2.76625e-19,22.4495
-2.79459e-19,22.4504
-2.82111e-19,22.4513
-2.84571e-19,22.4521
-2.86831e-19,22.453
-2.88881e-19,22.4539
-2.90712e-19,22.4548
-2.92313e-19,22.4557
-2.93676e-19,22.4566
-2.9479e-19,22.4575
-2.95645e-19,22.4584
-2.9623e-19,22.4592
-2.96536e-19,22.4601
-2.9655e-19,22.461
-2.96264e-19,22.4619
-2.95665e-19,22.4627
-2.94742e-19,22.4636
-2.93485e-19,22.4645
-2.9188e-19,22.4654
-2.89917e-19,22.4662
-2.87584e-19,22.4671
-2.84868e-19,22.468
-2.81758e-19,22.4688
-2.7824e-19,22.4697
-2.74302e-19,22.4705
-2.69932e-19,22.4714
-2.65115e-19,22.4722
-2.5984e-19,22.4731
-2.54091e-19,22.474
-2.47857e-19,22.4748
-2.41123e-19,22.4757
-2.33874e-19,22.4765
-2.26098e-19,22.4773
-2.17779e-19,22.4782
-2.08902e-19,22.479
-1.99454e-19,22.4799
-1.89418e-19,22.4807
-1.78781e-19,22.4815
-1.67525e-19,22.4824
-1.55637e-19,22.4832
-1.43099e-19,22.484
-1.29897e-19,22.4849
-1.16013e-19,22.4857
-1.01432e-19,22.4865
-8.61364e-20,22.4874
-7.01097e-20,22.4882
-5.33348e-20,22.489
-3.57945e-20,22.4898
-1.74713e-20,22.4906
1.65251e-21,22.4915
2.15948e-20,22.4923
4.23736e-20,22.4931
6.40074e-20,22.4939
8.65147e-20,22.4947
1.09914e-19,22.4955
1.34225e-19,22.4963
1.59466e-19,22.4971
1.79604e-19,22.4979
1.87393e-19,22.4987
1.95071e-19,22.4995
2.02626e-19,22.5003
2.10046e-19,22.5011
2.17321e-19,22.5019
2.24438e-19,22.5027
2.31385e-19,22.5035
2.38149e-19,22.5043
2.44719e-19,22.5051
2.5108e-19,22.5059
2.5722e-19,22.5067
2.63125e-19,22.5075
2.68782e-19,22.5082
2.74176e-19,22.509
2.79293e-19,22.5098
2.84119e-19,22.5106
2.88639e-19,22.5114
2.92838e-19,22.5121
2.967e-19,22.5129
3.00209e-19,22.5137
3.0335e-19,22.5145
3.06107e-19,22.5152
3.08463e-19,22.516
3.10401e-19,22.5168
3.11904e-19,22.5175
3.12955e-19,22.5183
3.13535e-19,22.519
3.13629e-19,22.5198
3.13216e-19,22.5206
3.12278e-19,22.5213
3.10797e-19,22.5221
3.08753e-19,22.5228
3.06127e-19,22.5236
3.029e-19,22.5243
2.9905e-19,22.5251
2.94558e-19,22.5258
2.89403e-19,22.5266
2.83564e-19,22.5273
2.7702e-19,22.528
2.69749e-19,22.5288
2.61729e-19,22.5295
2.52938e-19,22.5303
2.43354e-19,22.531
2.32953e-19,22.5317
2.21712e-19,22.5324
2.09607e-19,22.5332
1.96615e-19,22.5339
1.82712e-19,22.5346
1.67872e-19,22.5354
1.52072e-19,22.5361
1.35285e-19,22.5368
1.17487e-19,22.5375
9.86508e-20,22.5382
7.87508e-20,22.539
5.77601e-20,22.5397
3.5652e-20,22.5404
1.23992e-20,22.5411
-1.20262e-20,22.5418
-3.76519e-20,22.5425
-6.45064e-20,22.5432
-9.26185e-20,22.5439
-1.22017e-19,22.5446
-1.52732e-19,22.5454
-1.84792e-19,22.5461
-2.18228e-19,22.5468
-2.53071e-19,22.5475
-2.8935e-19,22.5482
-3.27099e-19,22.5488
-3.66347e-19,22.5495
-4.07128e-19,22.5502
-4.49473e-19,22.5509
-4.84361e-19,22.5516
-4.9742e-19,22.5523
-5.10292e-19,22.553
-5.22956e-19,22.5537
-5.35394e-19,22.5544
-5.47586e-19,22.555
-5.59511e-19,22.5557
-5.7115e-19,22.5564
-5.82481e-19,22.5571
-5.93482e-19,22.5577
-6.04133e-19,22.5584
-6.14409e-19,22.5591
-6.24289e-19,22.5598
-6.3375e-19,22.5604
-6.42767e-19,22.5611
-6.51317e-19,22.5618
-6.59375e-19,22.5624
-6.66915e-19,22.5631
-6.73913e-19,22.5638
-6.80342e-19,22.5644
-6.86176e-19,22.5651
-6.91387e-19,22.5657
-6.95949e-19,22.5664
-6.99833e-19,22.567
-7.03011e-19,22.5677
-7.05455e-19,22.5684
-7.07134e-19,22.569
-7.08018e-19,22.5697
-7.08078e-19,22.5703
-7.07283e-19,22.5709
-7.056e-19,22.5716
-7.02999e-19,22.5722
-6.99446e-19,22.5729
-6.94909e-19,22.5735
-6.89354e-19,22.5741
-6.82748e-19,22.5748
-6.75055e-19,22.5754
-6.66242e-19,22.5761
-6.56271e-19,22.5767
-6.45107e-19,22.5773
-6.32714e-19,22.5779
-6.19054e-19,22.5786
-6.04089e-19,22.5792
-5.87782e-19,22.5798
-5.70093e-19,22.5804
-5.50982e-19,22.5811
-5.30411e-19,22.5817
-5.08339e-19,22.5823
-4.84723e-19,22.5829
-4.59524e-19,22.5835
-4.32698e-19,22.5841
-4.04202e-19,22.5848
-3.73995e-19,22.5854
-3.4203e-19,22.586
-3.08265e-19,22.5866
-2.72653e-19,22.5872
-2.35149e-19,22.5878
-1.95707e-19,22.5884
-1.5428e-19,22.589
-1.1082e-19,22.5896
-6.52796e-20,22.5902
-1.76096e-20,22.5908
3.22392e-20,22.5914
8.43168e-20,22.592
1.38674e-19,22.5926
1.95361e-19,22.5932
2.54431e-19,22.5938
3.15935e-19,22.5944
3.79927e-19,22.5949
4.46461e-19,22.5955
5.1559e-19,22.5961
5.8737e-19,22.5967
6.5049e-19,22.5973
6.81242e-19,22.5979
7.1216e-19,22.5984
7.43224e-19,22.599
7.74417e-19,22.5996
8.05718e-19,22.6002
8.37109e-19,22.6007
8.68568e-19,22.6013
9.00075e-19,22.6019
9.31609e-19,22.6025
9.63147e-19,22.603
9.94668e-19,22.6036
1.02615e-18,22.6042
1.05756e-18,22.6047
1.08889e-18,22.6053
1.1201e-18,22.6058
1.15118e-18,22.6064
1.18209e-18,22.607
1.21281e-18,22.6075
1.24331e-18,22.6081
1.27357e-18,22.6086
1.30355e-18,22.6092
1.33324e-18,22.6097
1.36259e-18,22.6103
1.39158e-18,22.6108
1.42018e-18,22.6114
1.44836e-18,22.6119
1.47609e-18,22.6124
1.50333e-18,22.613
1.53005e-18,22.6135
1.55621e-18,22.6141
1.58179e-18,22.6146
1.60675e-18,22.6151
1.63106e-18,22.6157
1.65467e-18,22.6162
1.67755e-18,22.6167
1.69967e-18,22.6173
1.72098e-18,22.6178
1.74145e-18,22.6183
1.76103e-18,22.6189
1.7797e-18,22.6194
1.7974e-18,22.6199
1.8141e-18,22.6204
1.82975e-18,22.6209
1.84431e-18,22.6215
1.85774e-18,22.622
1.87e-18,22.6225
1.88103e-18,22.623
1.89081e-18,22.6235
1.89926e-18,22.624
1.90636e-18,22.6245
1.91206e-18,22.6251
1.9163e-18,22.6256
1.91904e-18,22.6261
1.92022e-18,22.6266
1.9198e-18,22.6271
1.91773e-18,22.6276
1.91395e-18,22.6281
1.90842e-18,22.6286
1.90107e-18,22.6291
1.89186e-18,22.6296
1.88073e-18,22.6301
1.86762e-18,22.6306
1.85248e-18,22.6311
1.83525e-18,22.6315
1.81587e-18,22.632
1.79429e-18,22.6325
1.77044e-18,22.633
1.74427e-18,22.6335
1.71571e-18,22.634
1.6847e-18,22.6345
1.65119e-18,22.635
1.62346e-18,22.6354
1.62446e-18,22.6359
1.62504e-18,22.6364
1.62519e-18,22.6369
1.62491e-18,22.6373
1.62419e-18,22.6378
1.62305e-18,22.6383
1.62147e-18,22.6388
1.61947e-18,22.6392
1.61703e-18,22.6397
1.61417e-18,22.6402
1.61087e-18,22.6406
1.60715e-18,22.6411
1.603e-18,22.6416
1.59843e-18,22.642
1.59344e-18,22.6425
1.58802e-18,22.6429
1.58219e-18,22.6434
1.57594e-18,22.6438
1.56928e-18,22.6443
1.56221e-18,22.6448
1.55473e-18,22.6452
1.54685e-18,22.6457
1.53856e-18,22.6461
1.52988e-18,22.6466
1.52081e-18,22.647
1.51135e-18,22.6474
1.5015e-18,22.6479
1.49128e-18,22.6483
1.48068e-18,22.6488
1.46971e-18,22.6492
1.45838e-18,22.6497
1.44669e-18,22.6501
1.43465e-18,22.6505
1.42227e-18,22.651
1.40955e-18,22.6514
1.39649e-18,22.6518
1.38311e-18,22.6523
1.36941e-18,22.6527
1.35541e-18,22.6531
1.3411e-18,22.6535
1.32649e-18,22.654
1.3116e-18,22.6544
1.29644e-18,22.6548
1.281e-18,22.6552
1.26531e-18,22.6557
1.24937e-18,22.6561
1.23319e-18,22.6565
1.21677e-18,22.6569
1.20015e-18,22.6573
1.18331e-18,22.6577
1.16627e-18,22.6582
1.14905e-18,22.6586
1.13166e-18,22.659
1.1141e-18,22.6594
1.09639e-18,22.6598
1.07855e-18,22.6602
1.06058e-18,22.6606
1.04249e-18,22.661
1.02431e-18,22.6614
1.00605e-18,22.6618
9.87712e-19,22.6622
9.69321e-19,22.6626
9.50888e-19,22.663
9.32428e-19,22.6634
9.13958e-19,22.6638
8.95492e-19,22.6642
8.77048e-19,22.6646
8.5864e-19,22.665
8.40286e-19,22.6654
8.22003e-19,22.6657
