environment | time (second),Concentrations | C_ext_H (mM),Concentrations | C_ext_Na (mM),Concentrations | C_ext_Na' (mM/second),Concentrations | C_ext_NH4 (mM),Concentrations | C_int_H (mM),Concentrations | C_int_Na (mM),Concentrations | C_int_NH4 (mM),NHE3 | alpha_ext_Na (dimensionless),NHE3 | alpha_int_Na (dimensionless),NHE3 | beta_ext_H (dimensionless),NHE3 | beta_int_H (dimensionless),NHE3 | gamma_ext_NH4 (dimensionless),NHE3 | gamma_int_NH4 (dimensionless),NHE3 | J_NHE3_H (nmol_per_s_per_cm2),NHE3 | J_NHE3_Na (nmol_per_s_per_cm2),NHE3 | J_NHE3_NH4 (nmol_per_s_per_cm2),NHE3 | sum_NHE3 (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_H (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_Na (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_NH4 (nmol_per_s_per_cm2),NHE3_Parameters | K_NHE3_H (mM),NHE3_Parameters | K_NHE3_Na (mM),NHE3_Parameters | K_NHE3_NH4 (mM),NHE3_Parameters | XTxP0_NHE3_H (nmol_per_s_per_cm2),NHE3_Parameters | XTxP0_NHE3_Na (nmol_per_s_per_cm2),NHE3_Parameters | XTxP0_NHE3_NH4 (nmol_per_s_per_cm2),,,,,,NHE3 | C_ext_Na (mM),NHE3 | C_int_Na (mM)
0.067,0.0495,140.67,10,0.2,0.001,19.6,0.23,4.689,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1868,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.67,19.6
0.068,0.0495,140.68,10,0.2,0.001,19.6,0.23,4.68933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1868,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.68,19.6
0.069,0.0495,140.69,10,0.2,0.001,19.6,0.23,4.68967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1868,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.69,19.6
0.07,0.0495,140.7,10,0.2,0.001,19.6,0.23,4.69,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1868,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.7,19.6
0.071,0.0495,140.71,10,0.2,0.001,19.6,0.23,4.69033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1869,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.71,19.6
0.072,0.0495,140.72,10,0.2,0.001,19.6,0.23,4.69067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1869,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.72,19.6
0.073,0.0495,140.73,10,0.2,0.001,19.6,0.23,4.691,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1869,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.73,19.6
0.074,0.0495,140.74,10,0.2,0.001,19.6,0.23,4.69133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1869,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.74,19.6
0.075,0.0495,140.75,10,0.2,0.001,19.6,0.23,4.69167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.56E-05,-8.50E-07,21.1869,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.75,19.6
0.076,0.0495,140.76,10,0.2,0.001,19.6,0.23,4.692,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.187,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.76,19.6
0.077,0.0495,140.77,10,0.2,0.001,19.6,0.23,4.69233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.187,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.77,19.6
0.078,0.0495,140.78,10,0.2,0.001,19.6,0.23,4.69267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.187,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.78,19.6
0.079,0.0495,140.79,10,0.2,0.001,19.6,0.23,4.693,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.187,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.79,19.6
0.08,0.0495,140.8,10,0.2,0.001,19.6,0.23,4.69333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.187,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.8,19.6
0.081,0.0495,140.81,10,0.2,0.001,19.6,0.23,4.69367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1871,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.81,19.6
0.082,0.0495,140.82,10,0.2,0.001,19.6,0.23,4.694,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1871,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.82,19.6
0.083,0.0495,140.83,10,0.2,0.001,19.6,0.23,4.69433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1871,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.83,19.6
0.084,0.0495,140.84,10,0.2,0.001,19.6,0.23,4.69467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1871,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.84,19.6
0.085,0.0495,140.85,10,0.2,0.001,19.6,0.23,4.695,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1872,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.85,19.6
0.086,0.0495,140.86,10,0.2,0.001,19.6,0.23,4.69533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1872,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.86,19.6
0.087,0.0495,140.87,10,0.2,0.001,19.6,0.23,4.69567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1872,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.87,19.6
0.088,0.0495,140.88,10,0.2,0.001,19.6,0.23,4.696,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1872,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.88,19.6
0.089,0.0495,140.89,10,0.2,0.001,19.6,0.23,4.69633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1872,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.89,19.6
0.09,0.0495,140.9,10,0.2,0.001,19.6,0.23,4.69667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1873,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.9,19.6
0.091,0.0495,140.91,10,0.2,0.001,19.6,0.23,4.697,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1873,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.91,19.6
0.092,0.0495,140.92,10,0.2,0.001,19.6,0.23,4.69733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1873,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.92,19.6
0.093,0.0495,140.93,10,0.2,0.001,19.6,0.23,4.69767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1873,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.93,19.6
0.094,0.0495,140.94,10,0.2,0.001,19.6,0.23,4.698,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1874,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.94,19.6
0.095,0.0495,140.95,10,0.2,0.001,19.6,0.23,4.69833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1874,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.95,19.6
0.096,0.0495,140.96,10,0.2,0.001,19.6,0.23,4.69867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1874,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.96,19.6
0.097,0.0495,140.97,10,0.2,0.001,19.6,0.23,4.699,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1874,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.97,19.6
0.098,0.0495,140.98,10,0.2,0.001,19.6,0.23,4.69933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1874,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.98,19.6
0.099,0.0495,140.99,10,0.2,0.001,19.6,0.23,4.69967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1875,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,140.99,19.6
0.1,0.0495,141,10,0.2,0.001,19.6,0.23,4.7,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1875,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141,19.6
0.101,0.0495,141.01,10,0.2,0.001,19.6,0.23,4.70033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1875,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.01,19.6
0.102,0.0495,141.02,10,0.2,0.001,19.6,0.23,4.70067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1875,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.02,19.6
0.103,0.0495,141.03,10,0.2,0.001,19.6,0.23,4.701,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1875,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.03,19.6
0.104,0.0495,141.04,10,0.2,0.001,19.6,0.23,4.70133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1876,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.04,19.6
0.105,0.0495,141.05,10,0.2,0.001,19.6,0.23,4.70167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1876,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.05,19.6
0.106,0.0495,141.06,10,0.2,0.001,19.6,0.23,4.702,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1876,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.06,19.6
0.107,0.0495,141.07,10,0.2,0.001,19.6,0.23,4.70233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1876,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.07,19.6
0.108,0.0495,141.08,10,0.2,0.001,19.6,0.23,4.70267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1877,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.08,19.6
0.109,0.0495,141.09,10,0.2,0.001,19.6,0.23,4.703,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1877,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.09,19.6
0.11,0.0495,141.1,10,0.2,0.001,19.6,0.23,4.70333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1877,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.1,19.6
0.111,0.0495,141.11,10,0.2,0.001,19.6,0.23,4.70367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1877,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.11,19.6
0.112,0.0495,141.12,10,0.2,0.001,19.6,0.23,4.704,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1877,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.12,19.6
0.113,0.0495,141.13,10,0.2,0.001,19.6,0.23,4.70433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1878,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.13,19.6
0.114,0.0495,141.14,10,0.2,0.001,19.6,0.23,4.70467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1878,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.14,19.6
0.115,0.0495,141.15,10,0.2,0.001,19.6,0.23,4.705,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1878,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.15,19.6
0.116,0.0495,141.16,10,0.2,0.001,19.6,0.23,4.70533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1878,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.16,19.6
0.117,0.0495,141.17,10,0.2,0.001,19.6,0.23,4.70567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1878,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.17,19.6
0.118,0.0495,141.18,10,0.2,0.001,19.6,0.23,4.706,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1879,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.18,19.6
0.119,0.0495,141.19,10,0.2,0.001,19.6,0.23,4.70633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1879,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.19,19.6
0.12,0.0495,141.2,10,0.2,0.001,19.6,0.23,4.70667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1879,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.2,19.6
0.121,0.0495,141.21,10,0.2,0.001,19.6,0.23,4.707,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1879,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.21,19.6
0.122,0.0495,141.22,10,0.2,0.001,19.6,0.23,4.70733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.188,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.22,19.6
0.123,0.0495,141.23,10,0.2,0.001,19.6,0.23,4.70767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.188,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.23,19.6
0.124,0.0495,141.24,10,0.2,0.001,19.6,0.23,4.708,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.188,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.24,19.6
0.125,0.0495,141.25,10,0.2,0.001,19.6,0.23,4.70833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.188,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.25,19.6
0.126,0.0495,141.26,10,0.2,0.001,19.6,0.23,4.70867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.188,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.26,19.6
0.127,0.0495,141.27,10,0.2,0.001,19.6,0.23,4.709,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1881,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.27,19.6
0.128,0.0495,141.28,10,0.2,0.001,19.6,0.23,4.70933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1881,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.28,19.6
0.129,0.0495,141.29,10,0.2,0.001,19.6,0.23,4.70967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1881,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.29,19.6
0.13,0.0495,141.3,10,0.2,0.001,19.6,0.23,4.71,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1881,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.3,19.6
0.131,0.0495,141.31,10,0.2,0.001,19.6,0.23,4.71033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1882,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.31,19.6
0.132,0.0495,141.32,10,0.2,0.001,19.6,0.23,4.71067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1882,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.32,19.6
0.133,0.0495,141.33,10,0.2,0.001,19.6,0.23,4.711,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1882,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.33,19.6
0.134,0.0495,141.34,10,0.2,0.001,19.6,0.23,4.71133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1882,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.34,19.6
0.135,0.0495,141.35,10,0.2,0.001,19.6,0.23,4.71167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1882,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.35,19.6
0.136,0.0495,141.36,10,0.2,0.001,19.6,0.23,4.712,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1883,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.36,19.6
0.137,0.0495,141.37,10,0.2,0.001,19.6,0.23,4.71233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1883,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.37,19.6
0.138,0.0495,141.38,10,0.2,0.001,19.6,0.23,4.71267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1883,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.38,19.6
0.139,0.0495,141.39,10,0.2,0.001,19.6,0.23,4.713,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1883,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.39,19.6
0.14,0.0495,141.4,10,0.2,0.001,19.6,0.23,4.71333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1883,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.4,19.6
0.141,0.0495,141.41,10,0.2,0.001,19.6,0.23,4.71367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1884,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.41,19.6
0.142,0.0495,141.42,10,0.2,0.001,19.6,0.23,4.714,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1884,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.42,19.6
0.143,0.0495,141.43,10,0.2,0.001,19.6,0.23,4.71433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.64E-05,-5.55E-05,-8.50E-07,21.1884,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.43,19.6
0.144,0.0495,141.44,10,0.2,0.001,19.6,0.23,4.71467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1884,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.44,19.6
0.145,0.0495,141.45,10,0.2,0.001,19.6,0.23,4.715,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1885,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.45,19.6
0.146,0.0495,141.46,10,0.2,0.001,19.6,0.23,4.71533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1885,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.46,19.6
0.147,0.0495,141.47,10,0.2,0.001,19.6,0.23,4.71567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1885,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.47,19.6
0.148,0.0495,141.48,10,0.2,0.001,19.6,0.23,4.716,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1885,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.48,19.6
0.149,0.0495,141.49,10,0.2,0.001,19.6,0.23,4.71633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1885,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.49,19.6
0.15,0.0495,141.5,10,0.2,0.001,19.6,0.23,4.71667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1886,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.5,19.6
0.151,0.0495,141.51,10,0.2,0.001,19.6,0.23,4.717,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1886,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.51,19.6
0.152,0.0495,141.52,10,0.2,0.001,19.6,0.23,4.71733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1886,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.52,19.6
0.153,0.0495,141.53,10,0.2,0.001,19.6,0.23,4.71767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1886,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.53,19.6
0.154,0.0495,141.54,10,0.2,0.001,19.6,0.23,4.718,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1887,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.54,19.6
0.155,0.0495,141.55,10,0.2,0.001,19.6,0.23,4.71833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1887,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.55,19.6
0.156,0.0495,141.56,10,0.2,0.001,19.6,0.23,4.71867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1887,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,141.56,19.6
